name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
paper:laguerre_bidiag@10,10,0.2,0.4,0.5,0.0,1.327e-05,6.087e-06,2.18005585674388,30,30,PASS,
paper:laguerre_bidiag@100,100,0.2,2.3,2.3,0.0,0.0006038,0.0001925,3.136623376623377,30,30,PASS,
paper:laguerre_bidiag@200,200,0.1,3.3,3.3,0.0,0.002457,0.0007008,3.5059931506849313,30,30,PASS,
paper:laguerre_bidiag@400,400,0.1,3.6,3.6,0.0,0.01026,0.00265,3.871698113207547,20,30,PASS,
paper:hermite_bidiag@10,10,0.3,1.7,1.8,0.0,1.38e-05,7.914e-06,1.743745261561789,30,30,PASS,
paper:hermite_bidiag@100,100,0.1,3.6,3.6,0.0,0.0006382,0.0001991,3.2054244098442997,30,30,PASS,
paper:hermite_bidiag@200,200,0.1,3.1,3.1,0.0,0.002614,0.000743,3.518169582772544,30,30,PASS,
paper:hermite_bidiag@400,400,0.0,3.3,3.3,0.0,0.01051,0.002648,3.969033232628399,19,30,PASS,
paper:demmel_S1pe_k16@10,10,0.0,0.2,0.2,1.0,4.425e-06,7.752e-06,0.5708204334365325,30,30,PASS,
paper:demmel_S1pe_k16@100,100,0.0,0.0,0.0,1.0,9.831e-05,0.0002061,0.4770014556040757,30,30,PASS,
paper:demmel_S1pe_k16@200,200,0.0,0.0,0.0,1.0,0.0003875,0.0006977,0.5553963021355883,30,30,PASS,
paper:demmel_S1pe_k16@400,400,0.0,0.0,0.0,1.0,0.001829,0.002634,0.6943811693242217,30,30,PASS,
paper:wl_element_growth@10,10,0.1,0.2,0.1,1.0,4.197e-06,2.992e-06,1.40274064171123,30,30,PASS,
paper:wl_element_growth@100,100,0.0,0.0,0.0,1.0,0.0001003,8.208e-06,12.219785575048732,30,30,PASS,
paper:wl_element_growth@200,200,0.0,0.0,0.0,1.0,0.0004121,1.549e-05,26.60426081342802,30,30,PASS,
